景苑小区主卧带阳台全女生带厨房汉峪金谷舜泰广场直达公交车,3室2厅2卫,合租 - 主卧,32,南,高层 / 11层,高新,景苑小区,高新经十路高新段 - 经十路,650,无,"['热水器', '洗衣机', '冰箱', '沙发', '宽带', '可做饭']",房子全新装修，家电有：热水器、洗衣机、空调等；家具有：床、衣柜、电脑桌、窗帘、晾衣杆等。100M光纤宽带。房间为民水民电无任何杂费后期有保障免费维修保洁。价格区间不等，（根据房间面积大小，朝向价格略有不同）详情请来电咨询。适合刚出来工作或已经工作的青年朋友。。房间干净清爽。看了你肯定满意。独门独户．安静舒适，互不打扰。要求：安静不吵闹作息规律大家出门在外相遇都是缘分都希望能相互之间考虑一下保留一点好感另有百套房源单间300-500次卧600-800.主卧900-1000，独卫1000-1400，
景苑小区 三室 家具齐全 随时入住,3室1厅1卫,整租,97,南北,高层 / 12层,高新,景苑小区,高新经十路高新段 - 经十路,1900,无,"['热水器', '洗衣机', '冰箱', '床', '沙发', '衣柜', '暖气', '宽带', '可做饭', '阳台']",高新区武警总队单位宿舍设施齐全电梯房双气三线齐全精装床衣橱电脑桌沙发茶几洗衣机热水器油烟机炉灶等小区位于经十东路与水华路，汉峪金谷舜泰广场东，近齐全软件园、美莲广场、奥盛大厦、银河大厦、万达文旅城、银座汽车等高新区乘坐115116136直达水华路站下车即是实拍图片有钥匙随时看房随时入住
唐冶精装合租 银丰 绿地 东八区附近  家具家电齐全 可付一,3室2厅2卫,合租 - 主卧,20,南,低层 / 30层,历城,绿地城1期,"历城唐冶 - 唐冶中路,近唐冶西路",600,无,"['热水器', '洗衣机', '冰箱', '沙发', '宽带', '可做饭']",1简装3室随时看房签约入住2世纪大道南唐冶西路交通便利3小区内绿化环境良好小区附近多家超市生活便利4欢迎致电!随时看房！！！
紧挨着荣盛时代 鹊华天禧 全福大润发 可月付 干净卫生 拎包,3室2厅2卫,合租 - 主卧,22,南,中层 / 26层,历城,鹊华天禧,历城全福 - 北园大街37号,688,无,"['热水器', '洗衣机', '冰箱', '沙发', '宽带', '可做饭']",1、小区周边配套丰富，饭店，超市，生活十分便利！地理位置优越交通便利，多路公交经过家门口，附近公交车交通便捷！1、小区周边配套丰富，饭店，超市，生活十分便利！地理位置优越交通便利，多路公交经过家门口，附近公交车交通便捷！2、家里有床、衣柜，桌子等家具一应俱全3、.房源价格低廉4、.物品损坏15天之内免费上门维修5专业保洁程每星期定期检查，排除电路水路等安全隐患6、租赁期间如有各项问题，我们房管员为您排解解难协调调解备注为了保障合租的安全，所有租客都要经过验证。7、温馨提示养的、没有正当职业的、不爱干净的、大吵大闹的，为了营造干
三庆新馨家园出租精装修 附近莱钢凯旋公馆 御化嘉苑拎包入住,2室1厅1卫,整租,83.54,南北,高层 / 6层,历下,三庆新馨家园,历下康虹路 - 化纤厂路6号,1899,距离地铁R3号线花园东路站1677米,"['电视', '空调', '热水器', '洗衣机', '冰箱', '床', '沙发', '衣柜', '暖气', '可做饭', '阳台']",【格局】2室1厅1卫，采光好，视野无遮挡。【价格】租金1899元/月【装修】房子居家精装，保养全新【图片为本房图片】【看房】24随时。公交：37路、k95路线(华能路化纤厂路站)大学：山东大学山东商业职业学院商场：万隆超市、银座购物广场华信店医院：历下区人民医院、齐鲁花园医院，第三人民医院，欧亚男科医院邮局：中国邮政华龙分所银行：建设银行、工商银行、农业银行，农村信用社齐鲁银行其他：城市之光商务酒店、华诚大酒店煌庭一号娱乐会所、华信银座、小区内部配套：小区北部有双语幼儿园、大型活动会所
新出~锦绣泉城~精装两居~南北通透~家具家电齐全~领包住,2室2厅1卫,整租,98,南,低层 / 20层,历城,锦绣泉城,历城华龙路 - 华龙路999号,1850,无,"['电视', '空调', '热水器', '洗衣机', '冰箱', '床', '沙发', '衣柜', '暖气', '宽带', '可做饭', '阳台']",1.这个小区物业正规，24*物业，安全的很2、咱们小区周边有很多济南小吃，满足吃货的要求，之前我经常在这吃3、自家房子，价格低廉、房子照片都是我自己亲自拍摄的，随时看房，正规卧室，4、物品损坏24*内免费上门维修、我们有自己的维修师傅5、服每星期定期检查卫生，排除电路水路等安全隐患6、房间干净整洁、每天都会打扫卫生、希望租客能吧那当成自己的家、维护机自觉打扫卫生、7、租赁期间如有各项问题，我们客服为您排解困难协调调解温馨提示养宠物的、没有正当职业的、不爱干净的、大吵大闹的，为了营造干净、和谐、安全的居住环境，以上租客不租谢谢合作、
热租，无中介！康城花园，火车站k88，济南站大润发，宝华新区,3室2厅2卫,合租 - 主卧,21,南,中层 / 17层,天桥,康成花园,天桥堤口路 - 宝华街37号,600,无,"['热水器', '洗衣机', '冰箱', '沙发', '宽带', '可做饭']",只为您寻找一个温馨舒适安逸的房间，给您一个家的感觉~1房源真实，全新家具家电，全新全自动洗衣机，给您一个良好舒适的居住环境2小区绿化好，保安24*巡逻，安全可靠3房间南北通透，采光好，视野棒，带独立阳台4免费保洁，免费维修家具家电，免费上网5只租给附近上班的白领或者是刚毕业的大学生，，不租给不三不四混社会的人，不租给酗酒爱吵闹的人6本公司济南各地均有房子，这里不满意，我们免费给您找，期待您的来电让在大城市漂泊的您住进一个幸福的“家”，给您够得着的幸福入住起将配有专业维修售后团队，免去您的生活烦恼，周末尽情嗨！地处成熟商圈，周围菜市场，超市，小吃街等等，SO，无论你是购物狂、吃货、还是夜猫、*宅、统统都满足！服务保障1.租客身份验证，入住更放心2.公共区域定期保洁，居住环境焕然一新
精装修王官庄两室一厅。非常干净。家具家电齐全。拎包入住，急租,2室1厅1卫,整租,70,南,中层 / 6层,市中,王官庄小区(九区),市中王官庄 - 南辛庄西路,1400,无,"['电视', '空调', '热水器', '洗衣机', '冰箱', '床', '沙发', '衣柜', '暖气', '宽带', '可做饭', '阳台']",房屋特征：，装修很好，房主收拾的非常温馨舒适，空调，冰箱，洗衣机全都配齐，周边配套：房子在王官庄，成熟社区，配套设施齐全，生活方便，靠近大众广场，华润超市，菜市场，交通情况：交通便利，102.104.21.29.13.125.K92路等公交车路线经过。
可短租 精装挑空复式 凤凰SOHO 一室一厅 高新万达,1室1厅1卫,整租,60,西,低层 / 18层,高新,凤凰SOHO,高新国际会展中心 - 凤凰路,2000,无,"['电视', '空调', '热水器', '洗衣机', '冰箱', '床', '沙发', '衣柜', '暖气', '宽带', '可做饭', '阳台']",1、位置：高新花园东路和凤凰路口2、户型：复式公寓楼上卧室楼下客厅厨房卫生间3、配套：双人床、床头柜、衣橱、沙发、茶几、电视机电视机柜、冰箱、洗衣机、空调、整体厨房油烟机、整体卫生间热水器等全套家居家电4.有钥匙随时看房随时入住好房5、高新工业南路、奥体中路、奥体中心、高新会展中心、汉峪、齐鲁软件园高新万达广场及凤凰路周边房源都有，需要的客户可以随时联系我。点击我的头像可直接进入我的网络门店查看更好！
殷陈西小区 高新万达公交直达 免费停车 不收取水费,3室2厅2卫,合租 - 主卧,28,南,中层 / 33层,历城,殷陈小区(工业南路),"历城济钢 - 工业南路,近飞跃大道",550,无,"['热水器', '洗衣机', '冰箱', '沙发', '宽带', '可做饭']",间标准配物：床、衣柜、床头橱、写字桌、椅子、空调、冰箱、全自动洗衣机、24热水器、天然气灶台、可做饭房费包含：光纤100兆宽带费、暖气费、物业管理费交费方式：押一付一减少经济压力！房间一房一价！房间朝向采光极好配套齐全精装修！所有照片均为装修后实际拍摄的！您在这个城市里，我不仅帮能您找到舒适的房子！如还需要其他帮助，我会尽我能及的帮助您！介绍：（1）房租押一付一，无中-介-费，公司自营直接出租。（2）居住问题管家报修，接单上门维修。冬有暖气、夏有空调。（3）无线宽带、衣柜、大床(床下超大储物空间)、电脑桌、椅子、晾衣架、空调、24*热水器、暖气、冰箱、全自动洗衣机、电磁炉、全套厨房、天然气可做饭。（4）我们的小区均为成熟小区，下楼就站牌，吃喝玩乐应有尽有（济南各大区都有直达车！）。（5）租客要求：养宠物者不租、不爱干净者不租、斤斤计较者不租、18岁以下及45岁以上者不租！该公寓遍布济南各个区域，欢迎骚扰！
贤文花园南区 紧邻国际会展中心 万达广场 康虹路 交通便利,4室2厅2卫,合租 - 主卧,30,南,高层 / 7层,高新,贤文花园(南区),高新国际会展中心 - 康虹路,850,距离地铁R3号线丁家庄站1575米,"['热水器', '洗衣机', '冰箱', '沙发', '宽带', '可做饭']",一、无中介费、看房费，随时免费看房1、水费电费都是正规居民用电用水费用标准，绝无乱收费现象2、房间照片*真实3、家具齐全，随时拎包入住二、周边环境好1、闹中取静（非常静谧的地方）、居家环境温馨，生活配套设施完善！2、交通便利，出小区门口就是公交站牌；3、周边生活设施齐全，商场、超市、菜市场、银行、学校等应有尽有！4、屋内全新装修，干净整洁
0中介   华福国际 2室1900元月 电梯房 精装修,2室2厅1卫,整租,90,南,低层 / 26层,历城,华福国际,历城小清河 - 北园大街57号,1900,无,"['电视', '空调', '热水器', '洗衣机', '冰箱', '床', '沙发', '衣柜', '暖气', '宽带', '可做饭', '阳台']",餼.房屋南北通透通风良好宽敞明亮布局大方采光非常好龤.精装修房屋干净卫生整洁房屋布置温馨舒适窗明几净家电家具齐全可拎包入住龒.成熟商圈闹中取静周边菜市场超市小吃街娱乐公园医院银行学校运动场所无论你是吃货夜猫子各种宅还是爱逛街运动达人都能满足麣.小区环境优美绿化率高窗外一片好风景好的环境带给您好的心情鑶.交通便利公交地铁BRT直达上班不迟到下班不拥挤鸺.房屋基本配置有床衣柜电脑桌椅子沙发冰箱洗衣机热水器WIFI等閏.多种支付方式年付季付月付皆可龥.有专业保洁定期打扫卫生，让您住的舒适齤.随时看房，全年无休、房间配置：海尔冰箱、海尔洗衣机、美的热水器、双人大床、橱柜、餐桌餐椅、衣柜、电脑桌椅、厨房、厕所、宽带、木地板一应俱全。
可月付短租 洪家楼 万达 还乡店 地铁口 政法学院 拎包入住,1室1厅1卫,整租,50,南,中层 / 30层,历城,周庄新园,历城祝甸 - 西周南路12号,1350,距离地铁R3号线八涧堡站966米,"['电视', '空调', '热水器', '洗衣机', '冰箱', '床', '沙发', '衣柜', '暖气', '宽带', '可做饭', '阳台']","豪装，宜家家居，新房，交通便利，预存水电。无1房间标配：宜家风格家具（双人床、衣橱、电脑桌椅、空调）。2、家电标配：冰箱、全自动洗衣机、热水器.电视.3、免费维修家具家电。4、智能门卡,一户一卡，智能电表，支付宝充电.5、专属管家服务，有问题及时解决。6、房租付三可选，交房租无压力"
长盛小区 2室1厅1卫 1500元月 60平 南北通透,2室1厅1卫,整租,60,南北,中层 / 6层,历下,长盛小区,历下老东门 - 东关大街38号,1500,无,"['电视', '空调', '热水器', '洗衣机', '冰箱', '床', '沙发', '衣柜', '暖气', '宽带', '可做饭', '阳台']",更多同类好房源.请点击右上角我的头像进入我的店铺查看.欢迎致电。房屋详情：2室1厅，卧室朝阳，南北通透。双气，精装房，大床，油烟机，燃气灶，空调，冰箱，电视，挂衣橱，写字台，餐桌，热水器等，拎包入住周边配套：紧挨大明湖，老东门，奥斯卡。附近学校，医院，银行，公园餐饮，娱乐设施齐全！
